OffspringID,InferredDad,InferredMum,Probability
MC24_A1105,MC21_M2904,MC21_F2362,1
MC24_A1113,MC21_M2378,MC21_F2388,1
MC24_A1121,MC21_M2858,MC21_F2431,1
MC24_A1129,MC21_M2915,MC21_F2410,1
MC24_A1137,MC21_M2915,MC21_F2410,1
MC24_A1145,MC21_RM103,MC21_F2327,1
MC24_A1058,MC21_RM085,MC21_F2472,1
MC24_A1066,MC21_M2987,MC21_F2386,1
MC24_A1074,MC21_RM082,MC21_F2362,1
MC24_A1082,MC21_RM008,MC21_F2861,1
MC24_A1090,MC21_RM056,MC21_F2398,1
MC24_A1098,MC21_RM058,MC21_F2364,1
MC24_A1114,MC21_M2912,MC21_F2905,1
MC24_A1122,MC21_M2910,MC21_F2380,1
MC24_A1130,MC21_RM012,MC21_F2416,1
MC24_A1138,MC21_RM077,MC21_F2451,1
MC24_A1146,MC21_RM072,MC21_F2379,1
MC24_A1059,MC21_M2429,MC21_F2981,1
MC24_A1067,MC21_M2444,MC21_F2470,1
MC24_A1075,MC21_M2444,MC21_F2470,1
MC24_A1083,MC21_RM060,MC21_F2467,1
MC24_A1091,MC21_M2985,MC21_F2921,1
MC24_A1099,*,#,1
MC24_A1107,MC21_RM078,MC21_F2380,1
MC24_A1115,MC21_RM095,MC21_F2461,1
MC24_A1123,MC21_RM052,MC21_F2351,1
MC24_A1131,MC21_RM059,MC21_F2358,1
MC24_A1139,MC21_RM089,MC21_F2873,1
MC24_A1147,MC21_M2497,MC21_F2467,1
MC24_A1060,MC21_RM039,MC21_F2334,1
MC24_A1068,MC21_M2904,MC21_F2362,1
MC24_A1076,MC21_RM020,MC21_F2388,1
MC24_A1084,MC21_RM013,MC21_F2431,1
MC24_A1092,MC21_RM032,MC21_F2854,1
MC24_A1100,MC21_RM088,MC21_F2916,1
MC24_A1108,MC21_M2911,MC21_F2379,1
MC24_A1116,MC21_M2920,MC21_F2413,1
MC24_A1124,*,MC21_F2396,1
MC24_A1132,MC21_M2491,MC21_F2468,1
MC24_A1140,*,#,1
MC24_A1148,MC21_M2391,MC21_F2422,1
MC24_A1061,MC21_M2452,MC21_F2883,1
MC24_A1077,MC21_M2996,MC21_F2466,1
MC24_A1085,MC21_RM004,MC21_F2421,1
MC24_A1093,MC21_RM009,MC21_F2450,1
MC24_A1101,MC21_M2904,MC21_F2362,1
MC24_A1109,MC21_M2427,MC21_F2347,1
MC24_A1117,MC21_M2471,MC21_F2872,1
MC24_A1125,MC21_M2488,MC21_F2396,1
MC24_A1133,MC21_RM008,MC21_F2861,1
MC24_A1141,MC21_RM029,MC21_F2498,1
MC24_A1149,MC21_RM082,MC21_F2362,1
MC24_A1062,MC21_RM010,MC21_F2370,1
MC24_A1070,MC21_RM018,MC21_F2872,1
MC24_A1086,MC21_RM012,MC21_F2416,1
MC24_A1094,*,#,1
MC24_A1102,MC21_RM048,MC21_F2462,1
MC24_A1110,MC21_RM037,MC21_F2423,1
MC24_A1118,MC21_M2985,MC21_F2921,1
MC24_A1134,MC21_RM088,MC21_F2916,1
MC24_A1142,MC21_RM012,MC21_F2416,1
MC24_A1150,MC21_RM008,MC21_F2861,1
MC24_A1063,MC21_M2919,MC21_F2409,1
MC24_A1071,MC21_RM015,MC21_F2883,1
MC24_A1079,MC21_M2889,MC21_F2408,1
MC24_A1095,MC21_RM091,MC21_F2382,1
MC24_A1103,MC21_RM027,MC21_F2475,1
MC24_A1111,MC21_M2424,MC21_F2902,1
MC24_A1119,MC21_RM020,MC21_F2388,1
MC24_A1127,MC21_RM018,MC21_F2872,1
MC24_A1135,MC21_M2384,MC21_F2873,1
MC24_A1143,MC21_RM055,MC21_F2880,1
MC24_A1151,MC21_RM050,MC21_F2454,1
MC24_A1064,MC21_M2432,MC21_F2364,1
MC24_A1072,MC21_M2476,MC21_F2342,1
MC24_A1080,MC21_M2457,MC21_F2370,1
MC24_A1088,MC21_RM084,MC21_F2499,1
MC24_A1096,MC21_RM042,MC21_F2875,1
MC24_A1104,MC21_M2908,MC21_F2875,1
MC24_A1112,MC21_M2884,MC21_F2383,1
MC24_A1120,MC21_M2852,MC21_F2358,1
MC24_A1128,MC21_RM042,MC21_F2875,1
MC24_A1136,MC21_RM005,MC21_F2981,1
MC24_A1144,MC21_M2983,MC21_F2868,1
MC24_A1152,*,#,1
MC24_A1345,MC21_RM050,MC21_F2454,1
MC24_A1353,MC21_RM099,MC21_F2393,1
MC24_A1361,MC21_RM038,MC21_F2386,1
MC24_A1369,MC21_RM026,MC21_F2918,1
MC24_A1377,MC21_M2381,MC21_F2356,1
MC24_A1385,MC21_M2915,MC21_F2410,1
MC24_A1393,MC21_M2920,MC21_F2413,1
MC24_A1401,MC21_M2858,MC21_F2431,1
MC24_A1409,MC21_RM020,MC21_F2388,1
MC24_A1417,MC21_M2476,MC21_F2342,1
MC24_A1425,MC21_RM078,MC21_F2380,1
MC24_A1433,MC21_RM018,MC21_F2872,1
MC24_A1346,MC21_RM007,MC21_F2426,1
MC24_A1362,*,#,1
MC24_A1378,MC21_M2833,MC21_F2351,1
MC24_A1386,MC21_RM080,MC21_F2408,1
MC24_A1394,MC21_M2853,MC21_F2326,1
MC24_A1402,MC21_RM030,MC21_F2466,1
MC24_A1410,MC21_RM080,MC21_F2408,1
MC24_A1418,MC21_RM092,MC21_F2430,1
MC24_A1426,MC21_RM075,MC21_F2905,1
MC24_A1434,MC21_RM023,MC21_F2411,1
MC24_A1347,MC21_RM029,MC21_F2498,1
MC24_A1355,MC21_RM048,MC21_F2462,1
MC24_A1363,MC21_M2853,MC21_F2326,1
MC24_A1371,MC21_RM031,MC21_F2871,1
MC24_A1379,MC21_M2339,MC21_F2414,1
MC24_A1387,*,#,1
MC24_A1395,MC21_RM017,MC21_F2867,1
MC24_A1403,MC21_M2909,MC21_F2475,1
MC24_A1411,MC21_RM028,MC21_F2410,1
MC24_A1419,MC21_RM091,MC21_F2382,1
MC24_A1427,MC21_RM096,MC21_F2353,1
MC24_A1435,MC21_RM072,MC21_F2379,1
MC24_A1348,MC21_M2432,MC21_F2364,1
MC24_A1356,MC21_M2464,MC21_F2357,1
MC24_A1364,MC21_M3000,MC21_F2867,1
MC24_A1372,MC21_M2895,MC21_F2393,1
MC24_A1380,MC21_M2497,MC21_F2467,1
MC24_A1388,MC21_M2428,MC21_F2419,1
MC24_A1396,MC21_RM076,MC21_F2415,1
MC24_A1404,MC21_RM026,MC21_F2918,1
MC24_A1412,*,#,1
MC24_A1420,MC21_RM096,MC21_F2353,1
MC24_A1428,MC21_M2453,MC21_F2918,1
MC24_A1436,MC21_M2453,MC21_F2918,1
MC24_A1349,MC21_RM064,MC21_F2412,1
MC24_A1357,MC21_RM028,MC21_F2410,1
MC24_A1365,MC21_RM089,MC21_F2873,1
MC24_A1373,MC21_M2908,MC21_F2875,1
MC24_A1381,MC21_RM049,MC21_F2921,1
MC24_A1389,MC21_RM020,MC21_F2388,1
MC24_A1397,MC21_RM103,MC21_F2327,1
MC24_A1405,MC21_RM018,MC21_F2872,1
MC24_A1413,MC21_RM018,MC21_F2872,1
MC24_A1421,MC21_M2339,MC21_F2414,1
MC24_A1429,*,#,1
MC24_A1437,MC21_M2360,MC21_F2871,1
MC24_A1350,MC21_M2381,MC21_F2356,1
MC24_A1358,MC21_M2473,MC21_F2394,1
MC24_A1366,MC21_M2452,MC21_F2883,1
MC24_A1374,MC21_RM028,MC21_F2410,1
MC24_A1382,MC21_RM008,MC21_F2861,1
MC24_A1390,MC21_RM028,MC21_F2410,1
MC24_A1398,MC21_M2866,MC21_F2398,1
MC24_A1414,MC21_M2476,MC21_F2342,1
MC24_A1422,MC21_RM017,MC21_F2867,1
MC24_A1430,MC21_M2439,MC21_F2430,1
MC24_A1438,MC21_RM018,MC21_F2872,1
MC24_A1359,MC21_M2477,MC21_F2333,1
MC24_A1367,MC21_M2392,MC21_F2343,1
MC24_A1375,MC21_RM041,MC21_F2326,1
MC24_A1383,MC21_RM096,MC21_F2353,1
MC24_A1391,MC21_M2485,MC21_F2916,1
MC24_A1399,MC21_RM059,MC21_F2358,1
MC24_A1407,MC21_RM008,MC21_F2861,1
MC24_A1423,MC21_RM045,MC21_F2892,1
MC24_A1431,MC21_M2339,MC21_F2414,1
MC24_A1439,MC21_RM028,MC21_F2410,1
MC24_A1352,MC21_M2836,MC21_F2369,1
MC24_A1360,MC21_RM067,MC21_F2870,1
MC24_A1368,MC21_RM088,MC21_F2916,1
MC24_A1376,MC21_RM015,MC21_F2883,1
MC24_A1384,MC21_RM042,MC21_F2875,1
MC24_A1392,MC21_RM088,MC21_F2916,1
MC24_A1400,MC21_RM008,MC21_F2861,1
MC24_A1408,MC21_M2336,MC21_F2411,1
MC24_A1416,MC21_RM044,MC21_F2359,1
MC24_A1432,MC21_RM008,MC21_F2861,1
MC24_A1440,MC21_M2429,MC21_F2981,1
MC24_A1441,MC21_RM040,MC21_F2404,1
MC24_A1449,MC21_M2330,MC21_F2412,1
MC24_A1457,MC21_RM058,MC21_F2364,1
MC24_A1465,MC21_M2366,MC21_F2462,1
MC24_A1473,MC21_RM059,MC21_F2358,1
MC24_A1481,MC21_RM054,MC21_F2356,1
MC24_A1489,MC21_RM031,MC21_F2871,1
MC24_A1497,MC21_M2915,MC21_F2410,1
MC24_A1505,MC21_RM056,MC21_F2398,1
MC24_A1521,MC21_RM082,MC21_F2362,1
MC24_A1529,MC21_RM058,MC21_F2364,1
MC24_A1442,MC21_M2994,MC21_F2874,1
MC24_A1450,MC21_M2477,MC21_F2333,1
MC24_A1458,MC21_M2465,MC21_F2361,1
MC24_A1466,MC21_M2392,MC21_F2343,1
MC24_A1474,MC21_RM030,MC21_F2466,1
MC24_A1482,*,#,1
MC24_A1490,MC21_M2889,MC21_F2408,1
MC24_A1498,MC21_RM053,MC21_F2419,1
MC24_A1506,MC21_RM008,MC21_F2861,1
MC24_A1514,*,#,1
MC24_A1530,MC21_RM018,MC21_F2872,1
MC24_A1443,MC21_RM056,MC21_F2398,1
MC24_A1451,MC21_RM070,MC21_F2902,1
MC24_A1459,*,MC21_F2435,1
MC24_A1475,MC21_M2923,MC21_F2425,1
MC24_A1483,MC21_RM029,MC21_F2498,1
MC24_A1491,MC21_M2858,MC21_F2431,1
MC24_A1499,MC21_M2904,MC21_F2362,1
MC24_A1507,MC21_M2390,MC21_F2498,1
MC24_A1515,MC21_RM060,MC21_F2467,1
MC24_A1523,MC21_M2995,MC21_F2472,1
MC24_A1531,MC21_RM030,MC21_F2466,1
MC24_A1444,MC21_M2853,MC21_F2326,1
MC24_A1452,MC21_M2858,MC21_F2431,1
MC24_A1460,MC21_M2495,MC21_F2869,1
MC24_A1468,MC21_M2391,MC21_F2422,1
MC24_A1484,MC21_M2339,MC21_F2414,1
MC24_A1492,MC21_M2427,MC21_F2347,1
MC24_A1500,MC21_M2381,MC21_F2356,1
MC24_A1508,MC21_RM023,MC21_F2411,1
MC24_A1516,MC21_RM001,MC21_F2375,1
MC24_A1524,MC21_M2910,MC21_F2380,1
MC24_A1532,MC21_RM077,MC21_F2451,1
MC24_A1445,MC21_RM049,MC21_F2921,1
MC24_A1453,MC21_RM092,MC21_F2430,1
MC24_A1461,MC21_RM102,MC21_F2394,1
MC24_A1469,MC21_RM011,MC21_F2863,1
MC24_A1477,MC21_M2437,MC21_F2456,1
MC24_A1493,MC21_RM020,MC21_F2388,1
MC24_A1501,MC21_M2330,MC21_F2412,1
MC24_A1509,MC21_RM015,MC21_F2883,1
MC24_A1517,*,#,1
MC24_A1525,MC21_M2384,MC21_F2873,1
MC24_A1533,MC21_RM052,MC21_F2351,1
MC24_A1446,MC21_M2889,MC21_F2408,1
MC24_A1454,MC21_RM023,MC21_F2411,1
MC24_A1462,*,#,1
MC24_A1470,MC21_RM038,MC21_F2386,1
MC24_A1478,MC21_RM093,MC21_F2868,1
MC24_A1486,MC21_RM072,MC21_F2379,1
MC24_A1502,MC21_M2992,MC21_F2492,1
MC24_A1510,MC21_M2484,MC21_F2375,1
MC24_A1518,MC21_RM018,MC21_F2872,1
MC24_A1526,MC21_RM088,MC21_F2916,1
MC24_A1534,MC21_M2913,MC21_F2359,1
MC24_A1447,MC21_M2381,MC21_F2356,1
MC24_A1455,MC21_M2348,MC21_F2334,1
MC24_A1463,MC21_RM012,MC21_F2416,1
MC24_A1471,MC21_M2996,MC21_F2466,1
MC24_A1479,MC21_RM066,MC21_F2368,1
MC24_A1487,MC21_RM102,MC21_F2394,1
MC24_A1495,MC21_RM017,MC21_F2867,1
MC24_A1511,MC21_M2360,MC21_F2871,1
MC24_A1519,MC21_M2901,MC21_F2880,1
MC24_A1527,MC21_M2919,MC21_F2409,1
MC24_A1535,MC21_RM066,MC21_F2368,1
MC24_A1448,MC21_M2893,MC21_F2892,1
MC24_A1456,MC21_RM091,MC21_F2382,1
MC24_A1464,MC21_RM029,MC21_F2498,1
MC24_A1472,*,#,1
MC24_A1480,MC21_M2911,MC21_F2379,1
MC24_A1488,MC21_M2856,MC21_F2368,1
MC24_A1496,MC21_M2339,MC21_F2414,1
MC24_A1504,MC21_M2486,MC21_F2374,1
MC24_A1512,MC21_M2339,MC21_F2414,1
MC24_A1520,MC21_RM025,MC21_F2914,1
MC24_A1528,MC21_M2487,MC21_F2402,1
MC24_A1536,MC21_M2471,MC21_F2872,1
MC24_A1537,MC21_RM013,MC21_F2431,1
MC24_A1545,MC21_RM019,MC21_F2342,1
MC24_A1553,MC21_M3000,MC21_F2867,1
MC24_A1561,MC21_RM079,MC21_F2857,1
MC24_A1569,MC21_RM009,MC21_F2450,1
MC24_A1577,MC21_RM029,MC21_F2498,1
MC24_A1585,MC21_RM012,MC21_F2416,1
MC24_A1593,MC21_M2904,MC21_F2362,1
MC24_A1601,MC21_M2433,MC21_F2861,1
MC24_A1609,MC21_M2893,MC21_F2892,1
MC24_A1617,MC21_RM052,MC21_F2351,1
MC24_A1625,MC21_M2904,MC21_F2362,1
MC24_A1538,MC21_M2439,MC21_F2430,1
MC24_A1546,*,#,1
MC24_A1554,MC21_M2895,MC21_F2393,1
MC24_A1562,MC21_M2915,MC21_F2410,1
MC24_A1570,MC21_RM091,MC21_F2382,1
MC24_A1578,MC21_RM012,MC21_F2416,1
MC24_A1586,MC21_RM096,MC21_F2353,1
MC24_A1594,MC21_RM093,MC21_F2868,1
MC24_A1602,MC21_RM088,MC21_F2916,1
MC24_A1610,MC21_M2391,MC21_F2422,1
MC24_A1618,MC21_RM041,MC21_F2326,1
MC24_A1626,MC21_RM002,MC21_F2413,1
MC24_A1539,MC21_RM029,MC21_F2498,1
MC24_A1547,MC21_RM016,MC21_F2347,1
MC24_A1555,MC21_M2915,MC21_F2410,1
MC24_A1571,*,#,1
MC24_A1579,MC21_M2984,MC21_F2855,1
MC24_A1587,MC21_RM096,MC21_F2353,1
MC24_A1595,MC21_RM037,MC21_F2423,1
MC24_A1603,*,#,1
MC24_A1611,MC21_RM102,MC21_F2394,1
MC24_A1619,MC21_RM102,MC21_F2394,1
MC24_A1627,MC21_M2913,MC21_F2359,1
MC24_A1540,MC21_RM026,MC21_F2918,1
MC24_A1548,MC21_M2920,MC21_F2413,1
MC24_A1556,MC21_M2491,MC21_F2468,1
MC24_A1564,MC21_RM030,MC21_F2466,1
MC24_A1580,MC21_RM064,MC21_F2412,1
MC24_A1588,MC21_M2997,MC21_F2914,1
MC24_A1596,MC21_M2427,MC21_F2347,1
MC24_A1604,MC21_M2429,MC21_F2981,1
MC24_A1612,MC21_M2494,MC21_F2499,1
MC24_A1620,MC21_RM077,MC21_F2451,1
MC24_A1628,MC21_M2985,MC21_F2921,1
MC24_A1541,MC21_RM038,MC21_F2386,1
MC24_A1549,MC21_RM025,MC21_F2914,1
MC24_A1557,MC21_M2452,MC21_F2883,1
MC24_A1565,MC21_RM048,MC21_F2462,1
MC24_A1573,MC21_M2494,MC21_F2499,1
MC24_A1581,MC21_RM029,MC21_F2498,1
MC24_A1589,MC21_M2457,MC21_F2370,1
MC24_A1597,MC21_RM008,MC21_F2861,1
MC24_A1605,MC21_RM074,MC21_F2489,1
MC24_A1613,MC21_M2476,MC21_F2342,1
MC24_A1629,MC21_M2979,MC21_F2854,1
MC24_A1542,MC21_M2378,MC21_F2388,1
MC24_A1550,MC21_RM025,MC21_F2914,1
MC24_A1558,MC21_RM022,MC21_F2352,1
MC24_A1566,MC21_M2833,MC21_F2351,1
MC24_A1574,MC21_RM031,MC21_F2871,1
MC24_A1582,MC21_RM075,MC21_F2905,1
MC24_A1598,MC21_RM044,MC21_F2359,1
MC24_A1606,MC21_RM093,MC21_F2868,1
MC24_A1614,MC21_M2487,MC21_F2402,1
MC24_A1622,MC21_M2348,MC21_F2334,1
MC24_A1630,MC21_RM032,MC21_F2854,1
MC24_A1543,MC21_M2330,MC21_F2412,1
MC24_A1551,MC21_M2476,MC21_F2342,1
MC24_A1559,MC21_RM048,MC21_F2462,1
MC24_A1567,MC21_RM001,MC21_F2375,1
MC24_A1575,MC21_M2336,MC21_F2411,1
MC24_A1583,MC21_M2862,MC21_F2426,1
MC24_A1591,*,#,1
MC24_A1599,MC21_RM018,MC21_F2872,1
MC24_A1607,MC21_RM083,MC21_F2361,1
MC24_A1615,*,#,1
MC24_A1623,MC21_RM007,MC21_F2426,1
MC24_A1631,MC21_RM023,MC21_F2411,1
MC24_A1544,MC21_M2348,MC21_F2334,1
MC24_A1552,MC21_RM060,MC21_F2467,1
MC24_A1560,MC21_M2910,MC21_F2380,1
MC24_A1568,MC21_M2465,MC21_F2361,1
MC24_A1576,MC21_M2349,MC21_F2416,1
MC24_A1584,MC21_M2915,MC21_F2410,1
MC24_A1592,MC21_RM013,MC21_F2431,1
MC24_A1600,MC21_RM038,MC21_F2386,1
MC24_A1608,MC21_M2330,MC21_F2412,1
MC24_A1616,MC21_RM060,MC21_F2467,1
MC24_A1624,MC21_M2979,MC21_F2854,1
MC24_A1632,MC21_M2433,MC21_F2861,1
MC24_A0769,MC21_RM035,MC21_F2414,1
MC24_A0842,MC21_M2917,MC21_F2451,1
MC24_A0911,MC21_RM015,MC21_F2883,1
MC24_A0981,MC21_M2392,MC21_F2343,1
MC24_A1291,MC21_M2909,MC21_F2475,1
MC24_A1503,MC21_M2833,MC21_F2351,1
MC24_A1572,MC21_RM022,MC21_F2352,1
MC24_A0778,MC21_M2862,MC21_F2426,1
MC24_A1069,MC21_RM013,MC21_F2431,1
MC24_A1224,MC21_RM052,MC21_F2351,1
MC24_A1370,MC21_RM015,MC21_F2883,1
MC24_A0787,MC21_RM078,MC21_F2380,1
MC24_A0999,MC21_RM008,MC21_F2861,1
MC24_A1078,MC21_M2987,MC21_F2386,1
MC24_A1157,MC21_M2901,MC21_F2880,1
MC24_A1234,MC21_RM012,MC21_F2416,1
MC24_A1513,MC21_M2864,MC21_F2863,1
MC24_A1590,MC21_RM078,MC21_F2380,1
MC24_A0796,MC21_RM098,MC21_F2418,1
MC24_A1087,MC21_M2856,MC21_F2368,1
MC24_A1166,MC21_M2915,MC21_F2410,1
MC24_A1318,MC21_M2378,MC21_F2388,1
MC24_A1522,MC21_RM078,MC21_F2380,1
MC24_A1175,MC21_M2453,MC21_F2918,1
MC24_A1467,MC21_RM075,MC21_F2905,1
MC24_A0814,MC21_M2452,MC21_F2883,1
MC24_A0884,MC21_RM009,MC21_F2450,1
MC24_A1028,MC21_M2452,MC21_F2883,1
MC24_A1106,MC21_RM066,MC21_F2368,1
MC24_A1184,MC21_M2471,MC21_F2872,1
MC24_A1263,MC21_M2473,MC21_F2394,1
MC24_A1336,MC21_M2856,MC21_F2368,1
MC24_A1406,MC21_RM049,MC21_F2921,1
MC24_A1476,MC21_RM043,MC21_F2383,1
MC24_A1038,MC21_RM060,MC21_F2467,1
MC24_A1194,MC21_RM028,MC21_F2410,1
MC24_A1272,MC21_RM018,MC21_F2872,1
MC24_A1415,MC21_M2486,MC21_F2374,1
MC24_A1485,MC21_M2615,MC21_F2418,1
MC24_A1621,MC21_RM052,MC21_F2351,1
MC24_A0972,MC21_RM066,MC21_F2368,1
MC24_A1126,MC21_M2392,MC21_F2343,1
MC24_A1204,MC21_RM004,MC21_F2421,1
MC24_A1282,MC21_M2862,MC21_F2426,1
MC24_A1351,MC21_M2477,MC21_F2333,1
MC24_A1424,MC21_RM052,MC21_F2351,1
MC24_A1494,MC21_M2442,MC21_F2404,1
MC24_A1563,MC21_RM004,MC21_F2421,1
MC24_A1153,MC21_RM031,MC21_F2871,1
MC24_A1161,MC21_RM059,MC21_F2358,1
MC24_A1169,MC21_RM008,MC21_F2861,1
MC24_A1177,*,#,1
MC24_A1185,MC21_M2389,MC21_F2385,1
MC24_A1193,MC21_RM032,MC21_F2854,1
MC24_A1201,MC21_M2913,MC21_F2359,1
MC24_A1209,MC21_M2978,MC21_F2461,1
MC24_A1217,MC21_RM005,MC21_F2981,1
MC24_A1225,MC21_M2330,MC21_F2412,1
MC24_A1233,MC21_RM009,MC21_F2450,1
MC24_A1241,MC21_RM049,MC21_F2921,1
MC24_A1154,MC21_RM099,MC21_F2393,1
MC24_A1162,MC21_M2330,MC21_F2412,1
MC24_A1170,MC21_RM085,MC21_F2472,1
MC24_A1178,MC21_RM072,MC21_F2379,1
MC24_A1186,MC21_RM001,MC21_F2375,1
MC24_A1202,MC21_M2424,MC21_F2902,1
MC24_A1210,MC21_RM070,MC21_F2902,1
MC24_A1218,MC21_RM020,MC21_F2388,1
MC24_A1226,MC21_M2895,MC21_F2393,1
MC24_A1242,MC21_RM018,MC21_F2872,1
MC24_A1155,MC21_M2495,MC21_F2869,1
MC24_A1163,MC21_M2884,MC21_F2383,1
MC24_A1171,MC21_RM086,MC21_F2470,1
MC24_A1179,MC21_RM059,MC21_F2358,1
MC24_A1187,MC21_RM060,MC21_F2467,1
MC24_A1195,MC21_RM090,MC21_F2448,1
MC24_A1203,MC21_RM077,MC21_F2451,1
MC24_A1211,MC21_RM072,MC21_F2379,1
MC24_A1219,MC21_RM086,MC21_F2470,1
MC24_A1227,MC21_M2890,MC21_F2337,1
MC24_A1235,MC21_RM044,MC21_F2359,1
MC24_A1243,MC21_M2853,MC21_F2326,1
MC24_A1156,MC21_RM077,MC21_F2451,1
MC24_A1164,MC21_M2432,MC21_F2364,1
MC24_A1172,MC21_RM078,MC21_F2380,1
MC24_A1180,MC21_RM106,#,1
MC24_A1188,MC21_M2390,MC21_F2498,1
MC24_A1196,MC21_RM002,MC21_F2413,1
MC24_A1212,MC21_M2486,MC21_F2374,1
MC24_A1220,MC21_M2392,MC21_F2343,1
MC24_A1228,MC21_M2494,MC21_F2499,1
MC24_A1236,MC21_RM011,MC21_F2863,1
MC24_A1244,MC21_RM038,MC21_F2386,1
MC24_A1165,MC21_M2477,MC21_F2333,1
MC24_A1173,MC21_RM095,MC21_F2461,1
MC24_A1181,MC21_RM026,MC21_F2918,1
MC24_A1189,*,MC21_F2435,1
MC24_A1197,MC21_M2920,MC21_F2413,1
MC24_A1205,MC21_M2378,MC21_F2388,1
MC24_A1213,MC21_RM101,MC21_F2385,1
MC24_A1221,MC21_RM049,MC21_F2921,1
MC24_A1229,MC21_M2977,MC21_F2421,1
MC24_A1237,MC21_RM095,MC21_F2461,1
MC24_A1245,MC21_RM039,MC21_F2334,1
MC24_A1158,MC21_M2858,MC21_F2431,1
MC24_A1174,MC21_RM038,MC21_F2386,1
MC24_A1182,MC21_RM096,MC21_F2353,1
MC24_A1190,MC21_RM032,MC21_F2854,1
MC24_A1198,MC21_M2884,MC21_F2383,1
MC24_A1206,MC21_M2494,MC21_F2499,1
MC24_A1214,MC21_RM017,MC21_F2867,1
MC24_A1222,MC21_RM096,MC21_F2353,1
MC24_A1230,MC21_RM073,MC21_F2396,1
MC24_A1238,MC21_RM072,MC21_F2379,1
MC24_A1246,MC21_RM036,MC21_F2365,1
MC24_A1159,MC21_RM028,MC21_F2410,1
MC24_A1167,MC21_RM088,MC21_F2916,1
MC24_A1183,MC21_M2909,MC21_F2475,1
MC24_A1191,MC21_M2336,MC21_F2411,1
MC24_A1199,MC21_M2348,MC21_F2334,1
MC24_A1207,MC21_RM001,MC21_F2375,1
MC24_A1215,MC21_RM052,MC21_F2351,1
MC24_A1223,MC21_RM017,MC21_F2867,1
MC24_A1231,*,#,1
MC24_A1239,MC21_M2997,MC21_F2914,1
MC24_A1247,MC21_RM020,MC21_F2388,1
MC24_A1160,MC21_M2341,MC21_F2397,1
MC24_A1168,MC21_M2833,MC21_F2351,1
MC24_A1176,MC21_M2392,MC21_F2343,1
MC24_A1192,MC21_RM080,MC21_F2408,1
MC24_A1200,MC21_M2336,MC21_F2411,1
MC24_A1208,MC21_M2381,MC21_F2356,1
MC24_A1216,MC21_M2909,MC21_F2475,1
MC24_A1232,MC21_M2911,MC21_F2379,1
MC24_A1240,MC21_M2904,MC21_F2362,1
MC24_A1248,MC21_RM031,MC21_F2871,1
MC24_A1633,MC21_RM043,MC21_F2383,1
MC24_A1641,MC21_M2910,MC21_F2380,1
MC24_A1649,MC21_RM055,MC21_F2880,1
MC24_A1657,MC21_M2384,MC21_F2873,1
MC24_A1665,MC21_RM054,MC21_F2356,1
MC24_A1673,MC21_M2471,MC21_F2872,1
MC24_A1681,MC21_M2862,MC21_F2426,1
MC24_A1689,MC21_RM104,MC21_F2855,1
MC24_A1705,MC21_M2858,MC21_F2431,1
MC24_A1713,MC21_M2909,MC21_F2475,1
MC24_A1721,MC21_RM049,MC21_F2921,1
MC24_A1634,*,#,1
MC24_A1650,MC21_RM010,MC21_F2370,1
MC24_A1658,MC21_M2439,MC21_F2430,1
MC24_A1666,MC21_RM049,MC21_F2921,1
MC24_A1674,MC21_RM093,MC21_F2868,1
MC24_A1682,MC21_RM096,MC21_F2353,1
MC24_A1690,MC21_RM047,MC21_F2374,1
MC24_A1698,MC21_M2994,MC21_F2874,1
MC24_A1714,MC21_RM072,MC21_F2379,1
MC24_A1722,MC21_M2445,MC21_F2423,1
MC24_A1635,MC21_M2428,MC21_F2419,1
MC24_A1643,MC21_M2453,MC21_F2918,1
MC24_A1651,*,#,1
MC24_A1659,MC21_RM090,MC21_F2448,1
MC24_A1667,MC21_RM056,MC21_F2398,1
MC24_A1675,MC21_RM024,MC21_F2874,1
MC24_A1683,*,#,1
MC24_A1691,MC21_M2997,MC21_F2914,1
MC24_A1699,MC21_RM066,MC21_F2368,1
MC24_A1707,MC21_M2497,MC21_F2467,1
MC24_A1715,MC21_RM008,MC21_F2861,1
MC24_A1723,MC21_RM072,MC21_F2379,1
MC24_A1636,MC21_M2985,MC21_F2921,1
MC24_A1644,MC21_M2457,MC21_F2370,1
MC24_A1652,MC21_M2439,MC21_F2430,1
MC24_A1676,MC21_RM033,MC21_F2468,1
MC24_A1684,MC21_M2913,MC21_F2359,1
MC24_A1692,MC21_RM098,MC21_F2418,1
MC24_A1700,MC21_RM053,MC21_F2419,1
MC24_A1708,MC21_RM075,MC21_F2905,1
MC24_A1716,*,#,1
MC24_A1724,MC21_M2984,MC21_F2855,1
MC24_A1637,MC21_RM077,MC21_F2451,1
MC24_A1645,MC21_M2853,MC21_F2326,1
MC24_A1653,MC21_M2336,MC21_F2411,1
MC24_A1661,MC21_RM063,MC21_F2976,1
MC24_A1677,MC21_RM008,MC21_F2861,1
MC24_A1685,MC21_M2910,MC21_F2380,1
MC24_A1693,MC21_M2477,MC21_F2333,1
MC24_A1701,MC21_RM066,MC21_F2368,1
MC24_A1709,MC21_RM012,MC21_F2416,1
MC24_A1717,MC21_RM038,MC21_F2386,1
MC24_A1725,MC21_RM066,MC21_F2368,1
MC24_A1638,MC21_RM039,MC21_F2334,1
MC24_A1646,MC21_RM095,MC21_F2461,1
MC24_A1654,MC21_RM039,MC21_F2334,1
